business_id,categories.0,city,latitude,longitude,name,stars
rL-hprXkcvfYSL9kWBFglQ,Sports Bars,Goodyear,33.4526143969,-112.393865552,Austin's Restaurant & Bar,3.5
5NfGZR9cL_qA0nVwEkwGnw,Sports Bars,Cleveland,41.3770487,-81.7837102,Rookies,3.5
Khrvl0l9aYG_XyVJft7CVg,Vegan,Toronto,43.7069835,-79.3956515,B.good,2.5
zPcF4fI18gSp42G17oHmmg,Buffets,Surprise,33.655788,-112.3740267,China City Super Buffet,2.5
mFirTXxoXRloGtrxQLAvbQ,Buffets,Chandler,33.33563,-111.854277,Yummy Buffet,3
bVoc7AIPSWAAJBA2JLPxvQ,Sports Bars,Las Vegas,36.1596606,-115.2204265,Good Timez Billiards,4
MJoHqF2VIKhBuMzpRnwrZA,Buffets,Laveen,33.3774668,-112.1698546,Peter Piper Pizza,2.5
0A4wL1DwQILnrRHE2Vd4xA,Buffets,Longueuil,45.491491,-73.4766821,Buffet Chinois Fu Lam,2.5
O3tlWsT37H1JtLzje2Wmbg,Buffets,North Olmsted,41.419077,-81.920427,Flavors of India,3.5
l2Gfm3CA20iCBCBt_GNdDA,Sports Bars,Gilbert,33.2932612431,-111.789033633,Jimmy's of Chicago,3.5
C14bjKs2rJhRDnKu7ZSSIg,Buffets,Phoenix,33.487608,-112.082516,Hibachi Grill & Supreme Buffet,2.5
v5MjMhbdEn2fSCtvmXdgZQ,Vegan,Cleveland,41.547328,-81.593708,Betty's Bomb Ass Burgers,4
pFQaji0idkrzv5J-qTQ82Q,Buffets,Las Vegas,36.155011,-115.082821,Golden Corral,3
pPnRNzIhVLlQz9xAzuzDVg,Sports Bars,Avondale,33.460434,-112.3365477,Beverage Barbers,3.5
htgL0zTIAekQpaWVBQcCWA,Vegan,Phoenix,33.4577555527,-112.067231017,Aside of Heart,4
2GjI7LMmVBt0ZCC8HV4c6Q,Buffets,Tempe,33.3492229,-111.9569501,Souper Salad,3
w1s-nOkqgo__sPZAZO9fRQ,Sports Bars,Bethel Park,40.3365784,-80.0240867,Level 20 Sports Bar Restaurant,3
2GtIC6u4hVneccWfTlOxHQ,Buffets,Phoenix,33.3039011,-111.9784087,Hong Kong Gourmet Buffet,3
mXjdBZNTF9pj-A9SKVihEw,Buffets,Tuscola,39.7916293,-88.2858974,Chinatown Chinese Restaurant,3
Jp7DWno_5zAYtrpEkc0ylw,Vegan,Fort Mill,35.0777216,-80.934358,Eat Well,5
RbmJ99C36yMOZYHKd-__dw,Sports Bars,Medina,41.154737,-81.862763,Romeo's OT,3.5
AdB7a8eo7uK_Fq-aX6_l8g,Sports Bars,Phoenix,33.6094380925,-112.066687793,Ammaccapane's Restaurant & Sports Bar,4
5k8HPQwFI47DXp58DPNl0Q,Sports Bars,Lakewood,41.4844574,-81.8211168,Eddy & Iggy's,3.5
epR6riXzEtGRmao3gB6yiw,Buffets,Peoria,33.5765602,-112.2550472,Peter Piper Pizza,3
kHpXJ2vciumu2KhNHg0hYA,Sports Bars,Phoenix,33.4484654,-112.0712574,Majerle's Sports Grill,3.5
m546-3A38pu4hJNlHTkjYg,Sports Bars,Las Vegas,36.169249,-115.139933,Red,2.5
84DjKzaR26vphu9fNI9nKg,Sports Bars,Henderson,36.0557009599,-115.043451889,Sierra Gold,3
_OHueDLGKKhKcclI6tyRAA,Sports Bars,Charlotte,35.079684,-80.828743,Yellow Rose At Touchstone,4
N92Pbr2ygKDLkjmr-4BAPw,Sports Bars,Ambridge,40.5913083,-80.2302494,Bridgetown Taphouse,4.5
FrXqoFcQqh0UYCvHQTfu-w,Buffets,Phoenix,33.508282,-112.048136,Fuji Buffet,2.5
VT5zZ-3RAkEYdlGF4gHuag,Buffets,Montréal,45.5152754,-73.5747548,Maison June Rose,3
bqHMynNRsak8UYoO_a2gVg,Buffets,Concord,35.441451,-80.607065,Golden Corral,2.5
oIsGEgWtz6aUVSLZvvcowA,Buffets,Toronto,43.7383346416,-79.5661560886,New Kwality Refreshments,4
IhZe5wnt49PDyVhfHz8sQQ,Sports Bars,Scottsdale,33.4806016262,-111.928046878,Max Sports Grille,3
5nWfU-qheLL-JzwYgHe_cQ,Sports Bars,Phoenix,33.546583,-112.0469306,Gallagher's Sports Grill,3
5g5iV8w6SK9KHtcbhwGirg,Sports Bars,Mesa,33.3832251,-111.6837464,Old Chicago,3
38KvDTPLbEwSNNX4f-33Ew,Sports Bars,Matthews,35.117787,-80.720017,Kristophers Bar & Restaurant,3.5
JS8MpdVJ8-grSVNObYXnbA,Buffets,Vaughan,43.8146209,-79.5531824,Mandarin Restaurant - Vaughan,3.5
cLsE6jJmByJnWisWv8QH_A,Buffets,Dollard-Des-Ormeaux,45.4843127,-73.7956505,Buffet Chinois Fu Lam,2
JCUbpTWUrRMjtu-NZsRyVw,Vegan,Montréal,45.4974339,-73.623109,La Panthère Verte,4
4Bgt3kf4_aST9T5SBwW8Vw,Sports Bars,Toronto,43.6465403,-79.406724,Hoops,3
rXskMt3Y_Bs1PiGKN3N3sg,Sports Bars,Mesa,33.3837447,-111.7431843,Fat Willy's,2.5
UtyW9cHs9Z8vIEt8I9aIeA,Sports Bars,Cleveland,41.4985517,-81.687095,City Tap,3.5
DGK2scJteV6vyvJ2xeOYag,Sports Bars,Middleburg Heights,41.372573,-81.831286,Brew Garden,2.5
UWP0VG-pxGMtkNnpBTQmVg,Vegan,Toronto,43.655252,-79.456726,The Thai Cuisine,3.5
MVIthKWqwkQz0dai7LkVzQ,Vegan,Cleveland Heights,41.5099593143,-81.5801372801,Tommy's Restaurant,4
TQ5uHmIZmcXBBYOR8pvH-Q,Buffets,Scarborough,43.7368256,-79.2486972,Happy Panda Buffet,2.5
lZZLmG1ANLq2Yb3KuVA4NA,Buffets,Las Vegas,36.1376670589,-115.164659092,Circus Buffet,2
fBcD8X5rFz5ozn23dabn8g,Sports Bars,Aurora,43.9706861773,-79.4869372621,Tina's Grill,4
uo7nq-4J7A80a0t2a-55JQ,Sports Bars,Las Vegas,36.110606,-115.20743,Scoundrels Pub,3
1NyHpXJqSLHnvDCOW0nJDg,Vegan,Toronto,43.6478918,-79.3900614,Pizzaiolo,3
AJVS93SEUPzn63m2ogYNwQ,Sports Bars,Brampton,43.681235,-79.7153446,Shoeless Joe's Sports Grill - Brampton,2.5
jGZRh1xFsy14fec3IG6-Hg,Sports Bars,Las Vegas,36.146289,-115.2438882,Kopper Keg West,4
7JSOssAyZ83aYgohoTUc8w,Buffets,Charlotte,35.2283622,-80.8427789,Pizza Up,4.5
qQTBFGWEhmgxY8zrDBcU9A,Buffets,Northfield,41.313518,-81.525408,Golden Corral,1
e5Qw3r7mkwPLcdDzZzTeew,Sports Bars,Las Vegas,36.1064325,-115.3143315,Lahaina Grill,3.5
ZKJcKRG6fQitU7q_Eq04hg,Buffets,Glendale,33.6377979,-112.168226,NY Seafood Buffet,2
n8cyI4aFVz-y52ywrxG47Q,Sports Bars,Charlotte,35.2269273,-80.8403808,Buckhead Saloon,3
Kpmy4Pld2FbJixlJtEnP4w,Sports Bars,Glendale,33.6400811308,-112.201252918,SJ's Sports Grill,3.5
htzEunw0vAJRdHS-vJnJdQ,Buffets,Toronto,43.6573478,-79.3843539,Le Commensal Fine Vegetarian Cuisine,3
hTZSfBGXMeNq0_1_6jdVAQ,Sports Bars,Mesa,33.3856881,-111.6861017,Hooters,2.5
vVCA8deF2dlPXgZykhQfdw,Sports Bars,Matthews,35.114677,-80.721356,Finz Raw Bar and Grill,2
1kDS1homhHy0gr5N95oGzw,Sports Bars,Phoenix,33.4953494795,-112.166159225,The Purple Turtle,3
xhCedppPevQmpaxQqSbp7g,Buffets,Brampton,43.6910366,-79.8022699,Mandarin - Brampton West,3
yReZS-Dql4JI9sDAhdvKGg,Sports Bars,Phoenix,33.5536187,-112.1369191,Spuds Bar & Grill,3.5
8Fzdrfi-bsmgTlxr8pJQGg,Sports Bars,Brunswick,41.236731124,-81.8170842406,Winking Lizard,3
EymqeP8TIUmVW8o7HXuc5A,Sports Bars,Toronto,43.6425269,-79.3753868,Harbour Sports Grille,3
hWHXSzzu2AwgD9wbThq7zA,Buffets,Etobicoke,43.6483207,-79.5293513,I Love Sushi,3
Nm-5ylHYI20vvK9u6-SKXw,Sports Bars,Phoenix,33.507577,-112.266463,JJ's Grill,4
qIxHjX88MmHbh0ASNqqoJA,Sports Bars,Cave Creek,33.7662795,-111.9831601,Black Mountain Tavern & Distillery,4
4WMaTA58s_P2YCcP6n4R2Q,Buffets,Stuttgart,48.7823206,9.1805678,Dinea,3.5
jMArQJmtwg7wKfS7ApY2pg,Sports Bars,Toronto,43.6794721,-79.3420392,Legends Sports Lounge,2
8KIwBsXZSGEFuzfo9uIMXw,Sports Bars,Phoenix,33.6433678,-112.1193559,Dave's Place,3.5
aJwVO17rF28WPCWes9qCkA,Vegan,Pittsburgh,40.4699783325,-79.9612197876,Reed & Co,4.5
Q0Qbxmp0qn0NxUns8F1uJA,Buffets,Las Vegas,36.219158,-115.280424,KFC,1.5
9tjX_OuFofQxLTh9pky8KQ,Buffets,Las Vegas,36.15936,-115.160712,Pinoy Resto Buffet,3.5
K4isdrdwV3GbI52Bv2Wq6g,Buffets,Phoenix,33.6391935,-112.0121148,Madras Ananda Bhavan,3.5
LAUdAyDlUppGDjWop2ytMg,Buffets,Mississauga,43.6390024,-79.6343661,Jerusalem Restaurant,2.5
cw0wVQxImxix2GoChgIYNQ,Buffets,Peoria,33.5650318,-112.255709,World Buffet,3
DuS8fop8yN6Fa_hIFZJVLw,Sports Bars,Phoenix,33.6407934,-112.1178845,Applebee's,2.5
67hgX03yotM6MUiKI99rhQ,Sports Bars,Toronto,43.6019054,-79.498597,Maple Leaf House,3
ZBE-H_aUlicix_9vUGQPIQ,Sports Bars,Charlotte,35.344936,-80.842227,Hickory Tavern,3
zpf-9NlOGSGGIIbJLO27eg,Vegan,Tempe,33.407984,-111.89442,Nourish,4
Gtw-SpnhyNa0TwNETlysyw,Buffets,Tempe,33.4497753,-111.9264329,Southern Spice,3.5
GyhXMf5LsM2b-OYH13aqkQ,Buffets,Phoenix,33.494353,-112.2348367,New China Buffet,2
sS-DChs2ycYTjENBd1SIqQ,Vegan,Phoenix,33.5008268375,-112.074195674,Bear And The Honey Specialty Bakery,5
u5xy3VHIry2LZ9q9Co-KLA,Buffets,Phoenix,33.6419655,-112.0996988,China Garden Restaurant,3.5
hmXrKXhcD2n2s6fmb2wRFg,Buffets,Toronto,43.7515877876,-79.5266440138,Aldo's Restaurant Peruvian Food,4
ygjJmeiGoO--QpTqJ_kZjA,Vegan,Madison,43.071468436399996,-89.4523766041,Flat Top Grill,3
PMq_YOu1WHlaE0vUVll5Ew,Vegan,Montréal,45.5218599,-73.5702641,L'Gros Luxe 100% Végé,3.5
3dk9XrtorfOJu8yX6BVYRg,Buffets,Gilbert,33.3220986,-111.6875461,YC's Mongolian Grill,4
AFxhYWtszxGXaGGMnWZ9CA,Buffets,Brampton,43.717746681,-79.7235801816,August 8,3.5
AzXrAHkynCzlZVKF7-1uXw,Buffets,Phoenix,33.4535069,-112.0722782,Taylor Place Cafeteria,2.5
Tf6jy_c7aWpN-vEEKW7CcQ,Sports Bars,Homestead,40.400019,-79.9155059,Chic's Place,3.5
pw-NzXGzwYkRfL6n2zk5IQ,Buffets,Mesa,33.3830888,-111.8026577,Souper Salad,1
H-WYHSzXPWS9Avj0W6SRpg,Buffets,Las Vegas,36.098909,-115.175557,The Buffet at Excalibur,2.5
swV-qO7gtWaCSWpdiwdMLw,Sports Bars,Mississauga,43.6512819251,-79.6416829526,Cities Sports Bar & Grill,4.5
RBPk-zxoxcficyuCATvraw,Sports Bars,Lakewood,41.4845767316,-81.8210756779,The Side Quest,4
FLMxWQO-ckCQmGZhU9OQgw,Buffets,Las Vegas,36.1178899374,-115.189394611,Carnival World Buffet,3.5
MxiIRbKhCgT9Dz0hXg92vw,Sports Bars,Toronto,43.6733566,-79.2849546,The Fill Station & Sports Bar,3.5
yFQCdWr_k1pTObzHPGis9Q,Vegan,Toronto,43.6575842,-79.4021919,Grasshopper Restaurant,4
6oq1tUbRkfC7Qye2SrdxMw,Buffets,Toronto,43.6890313,-79.5851311,Tucker's Marketplace,3
8Grq7lYVu0lHbNOjWoUKyw,Buffets,Stuttgart,48.8044,9.18975,Fossil,3
YrLsYdVd5l-efzpW3vG8ew,Vegan,Toronto,43.6451873,-79.5225109,Freshii,3.5
B-Xud89SnMAv68ng90BG4g,Sports Bars,Phoenix,33.4503086,-112.0034168,Pink Rhino Cabaret,2.5
kGL6bJ4cZUKdiwyUmezgiw,Vegan,North York,43.7309565,-79.3057989,Armenian Kitchen,3.5
U0Xkm_3QXoGmUDP7kvP-Jg,Sports Bars,Pickering,43.8356257,-79.0863738,Jack Astor's Bar & Grill,3
EUWBT5GDxPC95w9itZ1EHw,Buffets,Las Vegas,36.1740973156,-115.145109872,Garden Court Buffet,3.5
3PiBGFBdHFvUem4iQXwKOg,Sports Bars,Fort Mill,35.0543181019,-81.007393373,Patriot Taphouse and Grill,3
Y_IdXaaFzRr13kai9vfqgQ,Vegan,Toronto,43.6629883529,-79.3318011357,YAYA Leslieville,3.5
_lywz7Hllngj466MZpNDkg,Sports Bars,Gilbert,33.2667706,-111.7220739,Tailgaters Grill,2
eJ0kWgojWvS1IunOpzyfWg,Sports Bars,Fort Mill,34.947345,-80.844563,Brew's Tavern,4
EH194rct73A1m0XxPp4ABw,Sports Bars,Avon,41.468305,-82.015544,Rush Inn Bar & Grill,3
i7WdEjPrZkzo7whKd-PufQ,Sports Bars,Vaughan,43.7887914815,-79.5352965183,Dave & Buster's,2.5
89Tgq6_T1m8CQ-8l_VPcDQ,Buffets,Tempe,33.4183146,-111.933799,Pitchforks Restaurant,2.5
PYUmLq7FkBbMyfYyHX1waQ,Buffets,Brampton,43.7016685627,-79.7115981546,Tandoori Flame,3.5
ut6eoEAaE7WsdLFj9zueLw,Buffets,Phoenix,33.478181,-112.220155,New Great China Super Buffet,3.5
x_SK4kvfWdCDDBmA_ErxqA,Buffets,Tempe,33.3773276,-111.9086062,Pasand,3
MBK1Ew_P30AD6hFpKHqX6w,Buffets,West Mifflin,40.3474293,-79.9491155,China Buffet,2
U9WSyenYX3ddh9Mjjw2NMQ,Sports Bars,Cleveland,41.3883276554,-81.8059184936,Thirst & Ten,5
bqMEml5HIFSMo4CPfjlG0A,Vegan,Tempe,33.3947699,-111.9088938,Chill,4.5
OrvNtbtLiQnukOQqL3jP8g,Vegan,Lasalle,45.4426192,-73.6292455,Mi & Stu,4
6MIWAI3CX2HfGZhmWPHcDw,Sports Bars,Las Vegas,36.0162554,-115.1187329,Blue Water Restaurant & Sports Bar,3.5
Ae5HnuMQY6IUbR3H2a8LlQ,Vegan,Pointe-Claire,45.4683817,-73.8289929,Copper Branch,4
XC85BrIIDwxN21K462jsuA,Vegan,Toronto,43.6464176063,-79.3790951381,Kupfert & Kim,3.5
ytX-rw4wwOgmzr1n5RuxpA,Vegan,Madison,43.075171,-89.37861,Layla's Persian Food,4
zLC9OtK3SKAW_g6SXijr4w,Buffets,Glendale,33.5688713,-112.1520319,Chang's Chinese Buffet,3.5
lyT7-grqNhAvll39V7kzag,Buffets,Phoenix,33.412207,-112.014327,Apollo Cafe,3
ZzK2myEzK5aRrwOBUExLxg,Buffets,Las Vegas,36.0990311,-115.1708014,Savor the Buffet,3.5
Zf79K5QvjpT26M9OMt55sw,Buffets,Las Vegas,36.2015702,-115.1951924,Festival Buffet,2.5
yEWrdUczj1_9KTUJEVfIIg,Sports Bars,Avon Lake,41.5037947,-82.0524351,Tailgators Sports Bar,4
MGCTs8GBtkTUFaCAkdDtKw,Sports Bars,Las Vegas,36.1714200272,-115.244907668,Inn Zone Rainbow,3.5
68O06rHoYy-7IH04I2OEXg,Sports Bars,El Mirage,33.6102267,-112.3412753,Mario's Pizza,4
DkttCY9pgiJfpPt7MrB2KA,Sports Bars,Las Vegas,36.1426633941,-115.209489092,Rendezvous Wine & Dine,3
wcNvlrB5xSxzXex2M3UyvQ,Sports Bars,Phoenix,33.495639801,-112.003173828,Hazelwoods First Place Sports Grill,3
OzhQsMgVIBBYWJtaVIGScg,Vegan,Toronto,43.6542746,-79.390985,Pizzaiolo,3
FB33W3bwg3ADcIJOcLLz0w,Sports Bars,Pittsburgh,40.3653045,-80.018701,Pittsburgh Sports Bar & Grill,3.5
hqKhAY4IJLj_7fmIpRy6Hg,Sports Bars,Gilbert,33.3541248,-111.7893508,Champions Sports Saloon,3.5
rvnTFEq7R2ZHg0_CYbBNFw,Buffets,Las Vegas,36.118117,-115.187298,Village Seafood Buffet,3.5
Tu2ZBTfEQGUjnpl0o38lDg,Vegan,Toronto,43.6594511649,-79.3959621186,Hot Yam!,4
gTp2D6nicDdWjKJH8EI-sA,Buffets,Phoenix,33.5082758,-112.0372054,Souper Salad,3.5
i3agjxn_g8U3Agev8_ys1w,Sports Bars,Phoenix,33.6104172,-112.1353272,The Rec Room Sports Grill,3.5
UUlp5Pkpq7w5pOiX6esJ9Q,Vegan,Toronto,43.6471851,-79.3954536,Pizzaiolo,3
lOgybcjtSymXvJWvSZk1vw,Sports Bars,Toronto,43.7345959,-79.3438572,Jack Astor's Bar & Grill,3
pEP_b5TkKsAVyJ8X6plaiA,Sports Bars,Oakville,43.4970233484,-79.7066244907,Shoeless Joe's Restaurant & Bar,3
vsiL3XBeoc4yh1lGWXwNdw,Vegan,Oakville,43.4440355,-79.6818327,Solasta,5
b0Xy5VEwRNWqglfxy5Anlg,Sports Bars,Glendale,33.638365,-112.216355,Native Grill & Wings,2
YmY9lwUzXtT9b56AWe03zQ,Buffets,Phoenix,33.392663,-112.070677,New King Wah Chinese Buffet,2.5
fmyo8-JBOu5bjczEsLJyBA,Sports Bars,Phoenix,33.5318417,-112.0479816,16th Street Sports Bar & Grill,3.5
GbCoZiJLPbI-7bu0awyoZQ,Vegan,Charlotte,35.1731814,-80.8400346,One Life Raw Juice Bar,4
q91nljuSDFl0IYReyF_A3w,Vegan,Montréal,45.500677,-73.5590223,Restaurant LOV,3.5
ZNcX99W6jwmbve8ERxVfmw,Sports Bars,Edinburgh,55.9448983,-3.1886315,Teviot Library Bar & Underground,4
k-dDZvTeLysoJvjHI-qr9g,Buffets,Las Vegas,36.1427819,-115.1747468,Feast Buffet,3
dFywNDTZ1AnxhaEqxlA5Ug,Buffets,Mentor,41.6746555775,-81.3125985861,Fuji Buffet & Grill,4.5
bHMu6uRczU_Nf3vOMDRDlQ,Sports Bars,Brunswick,41.274489,-81.8365664,Manzo's Sports & Spirits,4.5
zU63bs3Ofe8y1peOgOFJaA,Sports Bars,Phoenix,33.7978888,-112.1157954,Connolly's Sports Grill,3.5
vede55OuMkwUNd4wnr8GqA,Buffets,Newmarket,44.0343710128,-79.4748629672,Mandarin Restaurant - Newmarket,3
1k53JbU9dNU0NvyBYKLhNw,Buffets,Phoenix,33.5989263,-111.9814759,Souper Salad,2.5
DeI4KqEeWy0cTdh7Wy5_RA,Vegan,Las Vegas,36.145118,-115.20472,Samosa Factory,4
9RQznFcE6Mhslaw0WlJ3jA,Vegan,Las Vegas,36.1232761,-115.2796896,Paiz Latin & Vegan Food,4.5
uaZYhzg1jcmTrRIeNqHISA,Buffets,Mayfield Heights,41.5197722083,-81.4679735899,Buffet House,3
VUDwlypqw1-DTK_lfEP4jg,Buffets,Pittsburgh,40.441887,-80.07068,Panda,2.5
KDdu9HDswaJYExaGDuzRjQ,Vegan,Las Vegas,36.2776408,-115.2870976,Vegeway,3.5
5z1WIr7E9P2CSzyN5seeSA,Buffets,Las Vegas,36.113722,-115.169184,Sterling Brunch,4
BNtQD_aXWOA_Ip99grNMLw,Sports Bars,Matthews,35.116499,-80.719595,Beantown Tavern,3
h_g5HV6Fw2rinZ3xqFwygw,Buffets,Las Vegas,36.0418680739,-115.184348299,Seasons Buffet,3.5
QWY6JqB49pgPJIKIw2TJqg,Buffets,Tuscola,39.7862354,-88.268223,Amishland Red Barn Buffet,2.5
--q7kSBRb0vWC8lSkXFByA,Sports Bars,Las Vegas,36.0166929,-115.173115,Double Play Sports Bar,4
kzwiQ54fopeTgGEIkgJ2dQ,Sports Bars,Las Vegas,36.0686032269,-115.259810224,PT's,3.5
NS9PS1PkQMnhBANb3NFxNQ,Sports Bars,Elyria,41.4001203,-82.1052247,Buffalo Wild Wings,3.5
WGfalBzV-u0gXKb6149ZCQ,Vegan,Tempe,33.4213508,-111.9247139,Blue Nile Cafe,4
p_xOFDTjobDoe4kAM7Ws7g,Sports Bars,Charlotte,35.1709542,-80.8493812,Montford Billiards,4
5oVIydJLDwm9chThPU6zIA,Vegan,Toronto,43.7087974,-79.3987963,Kale,3.5
LTpv1IAniQ8QICHrIEwntQ,Sports Bars,Verona,40.5274519,-79.8107101,Somma Pizza Restaurant & Sports Bar,3.5
GM7eH4niVTz64O3cNjlaMA,Sports Bars,Brunswick,41.2437483,-81.8405784,Sidelines Sports Bar & Grill,3
CXFARDJEpOreI9Xyxzl8Yw,Buffets,Phoenix,33.5239687,-112.0911673,Great China Super Buffet,2.5
tnd0GWjSEntWbG6wpLu61g,Vegan,Parma Heights,41.3774932,-81.7835915,Cuisine of India,3.5
JQ5If23aqFhV6uuMRwFlwA,Vegan,Toronto,43.6437815874,-79.4029973833,Coco Rice Thai Cuisine,3.5
K2dYG5yOd1i4keB9yMIYuw,Sports Bars,Phoenix,33.4656605,-111.9716122,Castaways,3.5
QMB3hmb_Yv6Vk-HLiM2cdA,Vegan,Toronto,43.7194176,-79.3010177,The Veggie Thali,4.5
djAWtGq2IxKaxMIMw-P58A,Buffets,Las Vegas,36.1337103,-115.0850568,Feast Buffet,3
rqBkUtbARYXVW2vQr6zVTw,Buffets,Newbury,41.451084137,-81.2080154419,Cherry Dining Room,3
1qw65j15MqKqYkljH_iSyA,Buffets,South Euclid,41.5199389,-81.5182749,A Panda Buffet,3.5
-lWLXHxSkvZ7wSs4V9vmwQ,Buffets,Chandler,33.33563,-111.854277,City Buffet,2
1XEFVSf5zdBFHRScvmU_zQ,Vegan,Pittsburgh,40.4604323,-79.9252567,Juice Up 412,5
YgBQEX8dB27FdYj7PaPhPw,Sports Bars,Madison,43.052916,-89.435789,Gates & Brovi,3.5
WBlYp-nmLiBLp7VjP1FJFg,Buffets,Henderson,36.0722723705,-115.07962751,The Original Las Vegas Buffet,2
pajul2jeKg4tDBffmnNEDA,Buffets,Phoenix,33.487608,-112.082516,Super Moon Buffet,2.5
h6rXCK5nXNDjvKs2975fIw,Buffets,Saint-Jean-Sur-Richelieu,45.3340400916,-73.2680921629,Le Pois Chiche,4
ju3wDAy8lWNAgS6rgsHmNA,Sports Bars,Pittsburgh,40.4528937907,-80.1601921137,All Star Sports Bar & Grill,3.5
KoqiR3YN3mhbyuUWYIhuIw,Sports Bars,Las Vegas,36.0565892,-115.2352479,T-Bird Lounge & Restaurant,4
qG9eQTNdhhlBBpJ_3K-Q-w,Sports Bars,Willoughby Hills,41.5874636,-81.439506,Brindaliers Bar and Grill,4
DW7ttoWMaI2jWN41gekbiA,Buffets,Rexdale,43.7197196,-79.5960125,Mandarin Restaurant - Rexdale,3
Me45UUmefFD_eSN_6l3ong,Sports Bars,Toronto,43.6651903,-79.4101916,The Beer Station,3.5
5GXKxdlJQOrmoPe0GXzJNA,Buffets,Montréal,45.5679434,-73.5526664,Jardin Tiki,2.5
rqYOFPPrdwMYvSRpI4r3-g,Sports Bars,Phoenix,33.4788098,-111.9984213,Ice House Tavern,3.5
KnQ5BfIeS7Y19wT5zmVsjw,Vegan,Montréal,45.524101,-73.604905,Invitation V,3.5
QdbwZGnBWdkdN2XAG7rwLA,Sports Bars,Toronto,43.7783355713,-79.414932251,Ferg's Bar & Grill,4
28TtvOd1npZQ-tH7Hm432w,Sports Bars,Toronto,43.6449099,-79.3833287,Casey's Bar and Grill,2.5
